Gene,Ranks,gene_name
NRG1,0.20422619511319762,NRG1
ANKRD9,0.20343260283078768,ANKRD9
CKLF,0.20288793851161888,CKLF
TMEM52B,0.20284592563273396,TMEM52B
EIF2AK1,0.2026968946421694,EIF2AK1
EIF1B,0.2026255815649288,EIF1B
RRP12,0.20227523531904545,RRP12
ANKRD35,0.2020034106236678,ANKRD35
PIM3,0.20165196474797545,PIM3
RTN2,0.20143119006239718,RTN2
SHISA7,0.20139316090092013,SHISA7
BBOF1,0.20124177214212213,BBOF1
FBXO7,0.20119202262458755,FBXO7
HDGF,0.2006373946811576,HDGF
FCGR1B,0.2006269874729448,FCGR1B
RAB13,0.20015617855799836,RAB13
KCNJ15,0.20014271465124256,KCNJ15
CEACAM8,0.2001025399919998,CEACAM8
TPGS2,0.20007987988888665,TPGS2
CEACAM3,0.19978365998960157,CEACAM3
POLL,0.1993561883940974,POLL
DHRS13,0.19924425686221073,DHRS13
MCOLN1,0.19907564220933976,MCOLN1
CEACAM6,0.19903612311512303,CEACAM6
TANGO2,0.1989482130952589,TANGO2
NINJ2,0.19850936503746644,NINJ2
RGS10,0.19808252549791938,RGS10
OPLAH,0.1979532355318141,OPLAH
DHRS12,0.1978205635834563,DHRS12
IL10RB,0.19767719618947757,IL10RB
CRISP3,0.19709838225469667,CRISP3
GATA1,0.197017388457174,GATA1
RGS16,0.19685629228653903,RGS16
SRRD,0.1963290525726192,SRRD
SLC51A,0.1962171815880806,SLC51A
FRAT2,0.19567510629481066,FRAT2
ANK1,0.19529682319405586,ANK1
MYL12A,0.1948312662367203,MYL12A
FLOT1,0.1947496629177444,FLOT1
C9orf78,0.1947293465807782,C9orf78
TESC,0.1946797830331374,TESC
PPCDC,0.19460425550517294,PPCDC
GREM2,0.19443684632170885,GREM2
TMEM92,0.19442072302841576,TMEM92
IFITM1,0.19437927708716227,IFITM1
KRT77,0.19399650642837263,KRT77
CISD2,0.19368957149378271,CISD2
LYPD2,0.19260519720034647,LYPD2
ELOF1,0.19258373861718645,ELOF1
TENT5C,0.1925273472125729,TENT5C
H2AC20,0.1922751254022721,H2AC20
MTHFS,0.19151890713235392,MTHFS
HTRA3,0.19144751619467396,HTRA3
CD63,0.1909246015763798,CD63
DUSP13,0.19079046593304935,DUSP13
CREG1,0.19076473434498,CREG1
CXCL1,0.19076325792337673,CXCL1
COL17A1,0.1906007200931921,COL17A1
AIF1,0.1903760215480231,AIF1
HBG1,0.19025766647599945,HBG1
GNG10,0.19017530432272078,GNG10
MPP3,0.18971567645577728,MPP3
E2F2,0.189134917386412,E2F2
BCL2A1,0.18908344726344106,BCL2A1
ITGA7,0.18804171256760505,ITGA7
ISCA1,0.1875941102368679,ISCA1
PGLYRP1,0.18749094846380523,PGLYRP1
CYTH4,0.18747075110506511,CYTH4
TUBA1A,0.18746245439987289,TUBA1A
IFNAR1,0.18741293935200107,IFNAR1
SPATC1,0.1870516312824192,SPATC1
MYL4,0.1870163278211125,MYL4
RIOK3,0.1868860254852361,RIOK3
ATP2C2,0.18671627487978684,ATP2C2
FFAR2,0.18661885043799534,FFAR2
FCGR3A,0.1864655004380284,FCGR3A
LOXL1,0.1864158932304173,LOXL1
TSTA3,0.1857400944863314,TSTA3
KANK2,0.18570823500285696,KANK2
KCNH2,0.1856278396895613,KCNH2
DNAJB2,0.1850452314243776,DNAJB2
LYL1,0.18503928057081098,LYL1
BATF,0.18490756406787717,BATF
LTA4H,0.1847653048877734,LTA4H
RNF123,0.18416953522191273,RNF123
IGFBP3,0.18388108833661296,IGFBP3
ATP6V1E1,0.18370224410040986,ATP6V1E1
UBB,0.18367480051543467,UBB
ROGDI,0.18361807304735364,ROGDI
ARHGEF37,0.18336811635468642,ARHGEF37
ERG,0.1829626806016195,ERG
IGFBP2,0.1826174687099589,IGFBP2
STMP1,0.18261530131061326,STMP1
RGL4,0.18226453288448932,RGL4
PTTG1IP,0.18205332422101342,PTTG1IP
RETN,0.18202195433154175,RETN
MAP2K3,0.18187779016932581,MAP2K3
GMFG,0.18183467477141374,GMFG
DCAF6,0.1815441445543339,DCAF6
ARPC3,0.18126209899518564,ARPC3
IL1B,0.181092784823491,IL1B
BAG1,0.1809447229103595,BAG1
ZER1,0.1803275041537697,ZER1
ASCC2,0.18015724792355384,ASCC2
ROPN1L,0.1798136991413156,ROPN1L
FOXO4,0.17946558992132927,FOXO4
BMP2,0.17893794142921585,BMP2
ADGRG3,0.17851608417266154,ADGRG3
FCGR2A,0.1782979185076333,FCGR2A
OAZ1,0.1782851378854596,OAZ1
OR6S1,0.1782328937909914,OR6S1
SMIM24,0.17820135869820705,SMIM24
CNPPD1,0.1778541530668548,CNPPD1
IFNGR2,0.17755658457605145,IFNGR2
PLVAP,0.17735761355781737,PLVAP
RUNDC3A,0.17729880200781234,RUNDC3A
BABAM1,0.17727484215320713,BABAM1
STOM,0.17718823956497365,STOM
IFITM2,0.177148908568756,IFITM2
MBNL3,0.17703319880276952,MBNL3
FCGR3B,0.1768384543101116,FCGR3B
AC008763.3,0.1762836472573721,AC008763.3
PITX1,0.1761057210837375,PITX1
TMPRSS9,0.1756787050907774,TMPRSS9
ESPN,0.17554319210880226,ESPN
MAF1,0.17547689380297785,MAF1
ACSL1,0.17542188762457636,ACSL1
DNAJC6,0.17536106662806808,DNAJC6
MROH6,0.17525691976101468,MROH6
ASGR2,0.17521240627189155,ASGR2
PSMF1,0.17496487356879378,PSMF1
CHST1,0.17495437094330651,CHST1
USB1,0.1748769077637785,USB1
SLC1A5,0.17458731256596172,SLC1A5
LTBP2,0.17456091243749522,LTBP2
SLC19A1,0.1741796601003851,SLC19A1
SHARPIN,0.17413900634094012,SHARPIN
FAM104B,0.17405448221639255,FAM104B
FAM20A,0.17393445545869718,FAM20A
LY96,0.17374814757529883,LY96
S100P,0.17373032848424988,S100P
BUD31,0.17330495900790197,BUD31
MICALL2,0.17319483771118524,MICALL2
SELP,0.17316118725132956,SELP
RNF11,0.17263707969322198,RNF11
ALPL,0.17262566007068572,ALPL
GYPA,0.1722073279334476,GYPA
BCL2L15,0.1719715951653498,BCL2L15
NCF4,0.17191219091145585,NCF4
RPL36AL,0.17138815986889014,RPL36AL
HBB,0.17135760728357094,HBB
MAL2,0.1709502643506633,MAL2
RIPOR3,0.1702972713282237,RIPOR3
CHIT1,0.16998421144884124,CHIT1
TFDP1,0.16908322538438417,TFDP1
MS4A4A,0.16845180319317007,MS4A4A
TNIP1,0.168423948690323,TNIP1
GDE1,0.16810724628954624,GDE1
NEFL,0.16750225902572602,NEFL
IQGAP3,0.1671457216349974,IQGAP3
SAP25,0.16636052632939882,SAP25
MYL12B,0.16617407549365368,MYL12B
TXN,0.1661732592587028,TXN
H2AC13,0.16579045445855328,H2AC13
NLRC4,0.16566450522899473,NLRC4
CASP4,0.16565114374898424,CASP4
INHBA,0.1652764205119674,INHBA
CPT1B,0.16511745627345362,CPT1B
FLOT2,0.16478436657344592,FLOT2
PCOLCE2,0.1646581684265578,PCOLCE2
SPTA1,0.1645163439934546,SPTA1
R3HDM4,0.16448195716471012,R3HDM4
UROD,0.16432000004867128,UROD
GRAMD1A,0.16374886955560136,GRAMD1A
POMP,0.16332838508531258,POMP
ICAM1,0.16330468297191042,ICAM1
BID,0.1631206566070794,BID
DAD1,0.16284496674512153,DAD1
RBX1,0.162829788682302,RBX1
RNF182,0.1627537660641001,RNF182
YIPF1,0.16247271363304724,YIPF1
MKNK1,0.1623875039588637,MKNK1
NDUFB3,0.16222247851916524,NDUFB3
PLOD2,0.16212006650724753,PLOD2
B9D2,0.16179705634423916,B9D2
TAS2R60,0.16175802866104896,TAS2R60
RNF175,0.16171619873841508,RNF175
PNP,0.16161289184605004,PNP
KCNQ4,0.16149571028321094,KCNQ4
YPEL3,0.16091080433545935,YPEL3
ABCA13,0.16089497593245455,ABCA13
TNFSF15,0.16083320780384994,TNFSF15
HEPACAM2,0.16081250040033263,HEPACAM2
FOSL1,0.1603797994268914,FOSL1
SUCNR1,0.16025950485735727,SUCNR1
SH3D21,0.16021404276709839,SH3D21
PDE3A,0.15999027296531573,PDE3A
RANBP10,0.15998244456445554,RANBP10
H2BC5,0.15988857372997822,H2BC5
GSTO1,0.15973193617432338,GSTO1
EDA,0.15962019164762067,EDA
C1orf116,0.15946762509495974,C1orf116
TARM1,0.15933642869346196,TARM1
GSTA1,0.15918418836627501,GSTA1
WDR13,0.15916226207086148,WDR13
SERPINB10,0.15914616208758522,SERPINB10
TCEAL2,0.15903502376586473,TCEAL2
COX6A1,0.15888969453851332,COX6A1
FCGR1A,0.15888235669605466,FCGR1A
FKBP8,0.15876429945755896,FKBP8
IL10,0.15874525490510258,IL10
SLC6A19,0.15874007476997568,SLC6A19
C4orf45,0.15860435424444086,C4orf45
VPS9D1,0.1585054131822244,VPS9D1
FPR1,0.15839973520016734,FPR1
POLR2J,0.15833265385029444,POLR2J
ZNF438,0.1581440066020771,ZNF438
GPR84,0.1581430793509684,GPR84
HPSE,0.1581293427292979,HPSE
C9orf153,0.15802325269382675,C9orf153
INAVA,0.15771044658548336,INAVA
RHD,0.15732314654909618,RHD
SERPINA1,0.15728003423121442,SERPINA1
FAM83A,0.15723606748089033,FAM83A
CIR1,0.15721340333961636,CIR1
FTH1,0.15718685197607804,FTH1
OSM,0.15710535119388927,OSM
PLB1,0.15705036138878545,PLB1
PDE6H,0.15704872489479668,PDE6H
RELB,0.15694454327385984,RELB
PRDX6,0.15652850548900116,PRDX6
SRGN,0.1564945613274862,SRGN
PPIF,0.15620306143129475,PPIF
ARHGEF12,0.15608148205057817,ARHGEF12
SLC22A3,0.15536475292793514,SLC22A3
APOBEC3H,0.1551942339612469,APOBEC3H
CXCR1,0.1549526240783066,CXCR1
P2RY13,0.15480512068245886,P2RY13
CRISP2,0.154772289689744,CRISP2
IFNL1,0.15471248037270824,IFNL1
M1AP,0.15451478689020628,M1AP
CISH,0.15402029906458498,CISH
BEST1,0.15395448008363383,BEST1
ARL4A,0.15386655533980392,ARL4A
COX6B1,0.15384073255095146,COX6B1
RHOC,0.15373890744259794,RHOC
HBA2,0.15367554385837304,HBA2
BCL2L14,0.15363131123184376,BCL2L14
RAP1GAP,0.15317831793264916,RAP1GAP
ATP6V1D,0.15301603813799203,ATP6V1D
TNNT1,0.15299756687304286,TNNT1
ST6GALNAC4,0.15294425620690022,ST6GALNAC4
CTSE,0.152860936662432,CTSE
ELANE,0.15279048421984393,ELANE
SOCS3,0.1527280847160601,SOCS3
LIMK2,0.1527209532978873,LIMK2
PPP2R5B,0.15266264621128556,PPP2R5B
HSD11B1,0.15260771532897718,HSD11B1
SERPINB1,0.15255408014862043,SERPINB1
LRG1,0.15246022548718316,LRG1
TFR2,0.1523483227880561,TFR2
C1QL1,0.1523463320516662,C1QL1
TGFBR3L,0.1523366527927836,TGFBR3L
SLC28A3,0.15225701176765166,SLC28A3
XG,0.15222223224858958,XG
PAGE2,0.15220784306454077,PAGE2
AGBL5,0.1521976972586362,AGBL5
SFRP1,0.15210150412947562,SFRP1
NDUFA1,0.15195318463554786,NDUFA1
FAXDC2,0.15189576092089727,FAXDC2
SFRP2,0.1517150037476483,SFRP2
SIGLEC5,0.15161223737335816,SIGLEC5
MARCKS,0.15135932287543824,MARCKS
LY6G6F-LY6G6D,0.1511942951921264,LY6G6F-LY6G6D
SAT1,0.15101376846133788,SAT1
COX17,0.15099955440511972,COX17
TUBA3C,0.15089246456363486,TUBA3C
S100A11,0.1505586577848763,S100A11
LSM10,0.1498838783539807,LSM10
AQP9,0.14980415859559418,AQP9
NAMPT,0.1495379424781427,NAMPT
GLIPR2,0.14947790439216269,GLIPR2
CLEC5A,0.14947080580680414,CLEC5A
AC104389.6,0.14916409606900047,AC104389.6
SYTL4,0.14908482782765095,SYTL4
MRPL33,0.14897422368702964,MRPL33
ARFGEF3,0.14882217057216687,ARFGEF3
IFI27L2,0.14880753455418338,IFI27L2
GADD45G,0.14856297889543976,GADD45G
PIM1,0.14852964271897542,PIM1
PF4,0.14834065731253676,PF4
TREML2,0.1482410126821074,TREML2
RPL41,0.14822546151709692,RPL41
EIF4E3,0.147948371356783,EIF4E3
NDUFA2,0.14700967213731708,NDUFA2
RNF181,0.14699144240864354,RNF181
TMEM88,0.14692535786142266,TMEM88
HCK,0.14685480398201683,HCK
AK1,0.14669238718718725,AK1
RNASE1,0.14667847732821004,RNASE1
PXT1,0.14667654694647767,PXT1
TRPM2,0.14664999861448597,TRPM2
EVA1B,0.14648797416921078,EVA1B
FSTL3,0.1462389377167716,FSTL3
CARD16,0.14619499225695176,CARD16
HPS1,0.14598700954113286,HPS1
OLFM4,0.1459471098760854,OLFM4
LITAF,0.14584984240018006,LITAF
TNF,0.1457491394351628,TNF
SPINK4,0.14565077142032085,SPINK4
CBS,0.14545465668574617,CBS
TMC5,0.14540318950218098,TMC5
LST1,0.14523985857606883,LST1
MARCHF2,0.14518835361931484,MARCHF2
GP1BA,0.14514141130679442,GP1BA
TMEM45A,0.14513297759272406,TMEM45A
ARRB2,0.1448455052260756,ARRB2
PLIN4,0.14478213795351622,PLIN4
RRAS,0.14435191790351135,RRAS
DRC1,0.14432753700380146,DRC1
WNT10A,0.144224080767075,WNT10A
TNFRSF4,0.14419043890125713,TNFRSF4
FAM117A,0.14408420655493606,FAM117A
CDC42EP3,0.14407237857755517,CDC42EP3
FAM90A1,0.14385567561256318,FAM90A1
IFNAR2,0.14382304632269968,IFNAR2
TLR5,0.1437452667183048,TLR5
PCSK1N,0.1436817402799161,PCSK1N
PDZK1IP1,0.14338875296215223,PDZK1IP1
IGSF6,0.14332795735934803,IGSF6
UBE2J1,0.1432827495428455,UBE2J1
SLC22A4,0.14312629340478683,SLC22A4
MAP3K6,0.14299253480258428,MAP3K6
IL18RAP,0.14293840420405995,IL18RAP
CD14,0.14283235687974996,CD14
HBM,0.142816867357294,HBM
NDUFB6,0.14261338299106416,NDUFB6
A4GALT,0.14257989360245754,A4GALT
ARPC2,0.1425257191311647,ARPC2
GMPR2,0.14252472166511157,GMPR2
DNAH17,0.14232949869567543,DNAH17
SH2B2,0.142238722860181,SH2B2
LAD1,0.1420993643390942,LAD1
MMP25,0.14204005088897537,MMP25
BGLAP,0.14203170657646866,BGLAP
B2M,0.1420207414734469,B2M
JPT1,0.14193646670712573,JPT1
CNGA4,0.1417535304342181,CNGA4
GET1,0.14166718178722743,GET1
APOBEC2,0.14159521772216713,APOBEC2
MEOX1,0.14138151214686007,MEOX1
CRYBG2,0.14137951899930512,CRYBG2
TIMP1,0.14130217246014548,TIMP1
PPM1A,0.14124492229764649,PPM1A
POLR1D,0.1412086346988666,POLR1D
CRAT,0.1411721897723117,CRAT
SOD1,0.14091229230551597,SOD1
CSTB,0.14084281786656713,CSTB
IFI27,0.14062045273903115,IFI27
VWCE,0.14051450967418389,VWCE
PCGF5,0.14016416674364546,PCGF5
UBAP1,0.14011897719943545,UBAP1
CYP27A1,0.14011282693359903,CYP27A1
RNASE10,0.14005933573990373,RNASE10
PSENEN,0.14002226350044975,PSENEN
ARL14,0.13997920514807577,ARL14
SDC4,0.1397384072770126,SDC4
SLC38A5,0.1396354097604486,SLC38A5
GK,0.1394443326488817,GK
PIP5KL1,0.13940500995862756,PIP5KL1
PLIN5,0.13935656723258916,PLIN5
CCR1,0.13923516464376298,CCR1
SORCS3,0.13918976749715528,SORCS3
RNF167,0.13908994619303094,RNF167
KRT7,0.13899423075240452,KRT7
DEFA1B,0.1389451044476037,DEFA1B
BASP1,0.13886831581083528,BASP1
DOCK4,0.13881653516976955,DOCK4
AC010619.2,0.13873708525037284,AC010619.2
WBP2,0.13863289580243707,WBP2
NPRL3,0.13857311068831457,NPRL3
CST7,0.1385396540423147,CST7
JUNB,0.13848308843838245,JUNB
IFITM3,0.13847943921469652,IFITM3
LCE5A,0.13836715327386798,LCE5A
RNASE3,0.13826337739252725,RNASE3
AC005837.2,0.13818153360666036,AC005837.2
LAMTOR1,0.13815846715464128,LAMTOR1
H2AZ1,0.13812403831062556,H2AZ1
SNX7,0.1380442913207316,SNX7
CXCL8,0.13783886881419977,CXCL8
AKT1S1,0.13769035251753714,AKT1S1
DGAT2,0.13755420985623812,DGAT2
DDIT3,0.13737831526311742,DDIT3
TNFRSF12A,0.13727037810285256,TNFRSF12A
GBGT1,0.1372660683239455,GBGT1
BTBD17,0.13725651378608136,BTBD17
NEDD4L,0.13708303188171722,NEDD4L
TMEM200B,0.13704156354190522,TMEM200B
ATP5PO,0.13690326258041743,ATP5PO
SLC2A3,0.13682632149191792,SLC2A3
CD300A,0.13620814671084647,CD300A
MRVI1,0.13575463551287437,MRVI1
ANO5,0.13551533296098686,ANO5
GTF2H2,0.13546157543330367,GTF2H2
EHBP1L1,0.13540254366430063,EHBP1L1
CTSC,0.1353629224882295,CTSC
CARD17,0.13503517296009063,CARD17
SLC9B1,0.13502221467225034,SLC9B1
CTSB,0.1349749194378584,CTSB
MIIP,0.13493496848581474,MIIP
GK3P,0.13485641225675177,GK3P
ETS2,0.13468404697334013,ETS2
AP2S1,0.13467794375437173,AP2S1
FBXL5,0.13454692828419323,FBXL5
RNASE2,0.13442839769247378,RNASE2
PFDN5,0.13430824468654043,PFDN5
BST1,0.1341366006560049,BST1
AL136454.1,0.1340934958836425,AL136454.1
DOK3,0.1340904124840608,DOK3
HOXB7,0.1339898809559666,HOXB7
RAB11FIP5,0.13397951640758637,RAB11FIP5
HSPA6,0.13390360714335753,HSPA6
CCDC17,0.1338286933857355,CCDC17
DUXB,0.1337779703662058,DUXB
CHKB-CPT1B,0.13364148469668077,CHKB-CPT1B
F11R,0.1336223926985539,F11R
C9orf40,0.1335971827127176,C9orf40
H2AC6,0.13359263390646003,H2AC6
TMEM183A,0.133590645091375,TMEM183A
CLTCL1,0.13348850667218848,CLTCL1
AIG1,0.13346418215673483,AIG1
S100A6,0.13339940757168237,S100A6
BOLA3,0.1333713255516024,BOLA3
REG1A,0.13329242111305603,REG1A
TMEM255A,0.13324016569048427,TMEM255A
NIBAN1,0.13320384506775265,NIBAN1
GPR4,0.13317959618197917,GPR4
H2BC4,0.13307728359655766,H2BC4
SAMSN1,0.13301234598651715,SAMSN1
ST6GALNAC1,0.1329820354293221,ST6GALNAC1
ATP5ME,0.13294524902745933,ATP5ME
H1-2,0.13293908365393386,H1-2
NDUFA4,0.1329089687086823,NDUFA4
GET3,0.13287878926434948,GET3
HOXB9,0.13286657843891633,HOXB9
SOX6,0.13283900233202472,SOX6
H2BC18,0.1327405290990503,H2BC18
MAPK14,0.13269541456505182,MAPK14
H2AC19,0.13264278919020675,H2AC19
DOC2B,0.13256679858032072,DOC2B
C1orf226,0.13252415313874288,C1orf226
FHL2,0.13248056931003777,FHL2
H2AC8,0.13226926085341562,H2AC8
CALD1,0.1322319832543282,CALD1
CLEC4D,0.13222039753869358,CLEC4D
SLC2A14,0.13218836791744523,SLC2A14
SIRPB1,0.13209339394457975,SIRPB1
PTH2R,0.1316595990423071,PTH2R
RFXANK,0.13162664329887325,RFXANK
POC1B,0.13161487907109065,POC1B
MARK3,0.13156104916117373,MARK3
MBOAT7,0.13145760449079044,MBOAT7
CTSG,0.13106727464903759,CTSG
LRP10,0.1310538178786876,LRP10
CCL8,0.13101254696856796,CCL8
CD177,0.1309392587336479,CD177
CD58,0.13067122872301007,CD58
LMOD1,0.1306506112853324,LMOD1
SULT2B1,0.13032188681471968,SULT2B1
RFX2,0.13014324307743275,RFX2
H2BC6,0.13013932042516874,H2BC6
RPL21,0.13004677068275916,RPL21
SLC2A5,0.13003352691388492,SLC2A5
NANS,0.12982303057433753,NANS
ADORA2B,0.12975372113710176,ADORA2B
CSTA,0.129708307481204,CSTA
NEDD8,0.12965134620348884,NEDD8
PTH2,0.12941483797689132,PTH2
ADAM8,0.12931187000256963,ADAM8
TMEM59,0.12907678282697949,TMEM59
N4BP1,0.1290458749397587,N4BP1
STXBP2,0.12899335381367763,STXBP2
PHOSPHO1,0.12897364159247657,PHOSPHO1
CCDC71L,0.12883886493683366,CCDC71L
CSF3R,0.1288143966003183,CSF3R
FRMD4A,0.1287741472970061,FRMD4A
NECTIN2,0.12868493869920494,NECTIN2
GLT1D1,0.1286653376278934,GLT1D1
TPM1,0.1286179680752746,TPM1
SIGLEC11,0.12859322862029998,SIGLEC11
LTBR,0.12857818153500472,LTBR
SCNM1,0.12846216456046156,SCNM1
TECPR2,0.12843610865968547,TECPR2
C15orf48,0.12833504791290198,C15orf48
TUBB4B,0.12828492299825586,TUBB4B
ZDHHC19,0.12827471851209532,ZDHHC19
AGTRAP,0.12824374369422512,AGTRAP
KCNJ4,0.12822102755840917,KCNJ4
IL9,0.12796657890253285,IL9
PSMD9,0.12793306387864484,PSMD9
