,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
10,gsea,HAHTOLA_SEZARY_SYNDROM_UP,0.5437414399967835,1.7974267181043053,0.013608653707998932,1.0,0.87588,47/87,17.59%,SNCA;NTAN1;HBD;SELENBP1;ALAS2;HP;SLC25A37;CA1;NFE2;GSPT1;S100A12;NINJ2;IL10RB;S100P;NCF4;HBB;TFDP1;MS4A4A;PNP;LIMK2;MEOX1;RNASE2;SAMSN1;DYSF;TLR1;C3AR1;TNFSF10;PDXK;CRIP1;FAS;PSMB3;SH3GLB1;GLUL;PTTG1;CKS2;PRDX4;LILRA5;REXO2;F5;THOC5;ETHE1;CD55;TRIB1;LPAR6;FAR2;TYMS;HAT1
11,gsea,HUMMERICH_MALIGNANT_SKIN_TUMOR_UP,0.803979585488669,1.7938812534027175,0.0030547409579667643,1.0,0.88145,6/11,6.57%,SLPI;S100A9;S100A8;LTF;GSTO1;RHOG
12,gsea,SABATES_COLORECTAL_ADENOMA_UP,0.5153267563822762,1.7799004620815448,0.004104196331351034,1.0,0.90174,38/67,20.64%,S100A8;LCN2;TCN1;CXCL1;IGFBP2;S100P;INHBA;SLC22A3;S100A11;PF4;DGAT2;REG1A;TNFRSF10C;DEFA6;CXCL3;MMP1;QPCT;CXCL2;CHI3L1;DEFA5;CXCL11;CHAC1;HYAL1;TACSTD2;EPHX4;NMU;RPL22L1;ANLN;CCL20;HES6;S100A2;SLC7A5;GRHL1;FOXQ1;SLC16A4;KRT23;PTP4A3;SLC6A6
13,gsea,REACTOME_DEFENSINS,0.740196085466065,1.7791654747837014,0.008335964635301547,0.9677235317914149,0.90268,13/16,10.76%,DEFA1B;TLR1;DEFA4;DEFA6;TLR2;DEFB136;DEFB1;DEFA1;DEFA3;DEFA5;PRSS2;DEFB124;DEFB135
14,gsea,VALK_AML_CLUSTER_8,0.9691758494065008,1.7682958344692266,4.091653027823241e-05,0.9924934063089271,0.91636,20/23,2.78%,GYPB;SNCA;SELENBP1;MXI1;SLC6A8;TMEM158;TSPAN5;FECH;BCAM;TNS1;PBX1;ABCG2;RHCE;OPTN;OSBP2;TAL1;ANK1;GYPA;RHD;ARHGEF12
15,gsea,NOUSHMEHR_GBM_SOMATIC_MUTATED,-0.7886984890650381,-1.760435239139277,0.0034453057708871662,1.0,0.92642,4/6,9.55%,LEMD3;EIF2AK4;TNFRSF10A;MAPK7
16,gsea,GSE29618_PDC_VS_MDC_UP,-0.4449551176334683,-1.7421192650205757,0.007921494443130764,1.0,0.94528,95/177,34.65%,PTPRS;SOX4;EPHA2;IRF8;CUX2;MEF2D;FLNB;SCAMP5;CERS6;COBLL1;ATP2A3;SPIB;RUNX2;LILRA4;TCF4;KRT5;TRAF4;TULP4;SCT;CDK5R1;RIMS3;ETS1;ADAM19;TNFRSF21;BCL11A;NFX1;PHEX;SLC7A6;ITM2C;KCNK10;NRP1;BLNK;PPP1R14B;AEBP1;SLC39A6;USP11;B4GALT1;GPM6B;TARBP1;NUMA1;GGA2;DPPA4;SIDT1;ATP8A1;SEL1L3;SETBP1;LMAN1;USP24;FCHSD2;ABI2;OGT;PFKFB2;KCNA5;SEPHS1;CCDC69;SFT2D2;HLTF;CIB2;DAPK2;DIDO1;TSPAN13;ENPP2;ZHX2;ANKRD36;SMC6;STMN1;ARHGAP4;MAGED1;DCK;PAFAH2;HSP90B1;ENTPD4;IRF4;ERN1;TSPAN3;NOTCH4;UBA5;AHI1;SERPINF1;TBC1D4;DACH1;CD2AP;AMIGO2;DNASE1L3;SCAMP4;LAIR1;UBE2E3;CIRBP;CYFIP2;MREG;IL3RA;TCL1A;NPC1;YPEL1;RAB15
17,gsea,JAATINEN_HEMATOPOIETIC_STEM_CELL_DN,0.46163124623814245,1.7289696159576615,0.011903533926103192,1.0,0.95494,99/212,18.56%,AHSP;SNCA;CDKN2D;HBD;XK;SELENBP1;LGALS3;FCER1G;DCAF12;ALAS2;SLC4A1;S100A9;BLVRB;SLC14A1;S100A8;CA1;KRT1;KLF1;BPGM;RHAG;LTF;MMP8;S100A12;PPBP;ANKRD9;CEACAM8;TESC;MYL4;ZER1;FCGR2A;FCGR3B;GYPA;HBB;TFDP1;PNP;FPR1;RHD;SERPINA1;CTSE;PF4;HCK;OLFM4;TMC5;IGSF6;IL18RAP;CD14;HBM;CCR1;CST7;SLC2A3;CTSB;CALD1;CSTA;ITGB2;GZMA;CXCL16;CLEC4A;CMTM5;IL1RN;XCL1;GZMH;PLBD1;QPCT;ARG1;HBZ;FGR;FGFBP2;UPP1;CHI3L1;JAZF1;SECTM1;CX3CR1;TYROBP;C5AR1;CD36;PF4V1;LILRA5;NCF2;F13A1;CCL5;MNDA;F5;CTTN;CD3D;MS4A6A;ZFP36L1;TUBB1;NKG7;CTSH;ITGAM;KLRB1;IGF2R;NPL;ISG20;KLF4;CLEC10A;THBS1;CCL4;LYZ
18,gsea,XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP,0.742969645850571,1.7238594086484134,0.008576259447126647,1.0,0.95879,6/11,13.77%,TGM2;LTBP2;TNIP1;PLAUR;FOXD1;F2RL1
19,gsea,ROY_WOUND_BLOOD_VESSEL_DN,0.7321173573895495,1.7189646544654649,0.013851968765575677,1.0,0.96211,8/11,15.12%,FBXO9;CEACAM6;S100P;C1orf116;SFRP1;CD24;F5;KLF5
20,gsea,BIOCARTA_AHSP_PATHWAY,0.798849703572946,1.71299099934048,0.01941388934493515,1.0,0.96597,9/13,4.90%,AHSP;ALAS2;FECH;HMBS;GATA1;HBB;UROD;HBA2;HBA1
21,gsea,MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8,-0.6750199231457329,-1.7118660507981434,0.009691858838575597,1.0,0.96744,5/11,11.14%,ABL1;TSC1;FANCC;FNBP1;SET
22,gsea,DMAP_DENDA1,-0.5263055233199674,-1.7012902633962144,0.03786396368190357,1.0,0.97266,25/43,29.38%,EPHA2;FLT3;SCAMP5;SH3BP4;COBLL1;LILRA4;KRT5;SCT;LGMN;TNFRSF21;NRP1;BLNK;PPP1R14B;GPM6B;PFKFB2;DAPK2;SLC7A1;PAFAH2;SMPD3;NOTCH4;AHI1;SERPINF1;TBC1D4;LEP;DNASE1L3
23,gsea,GNATENKO_PLATELET_SIGNATURE,0.672309247200341,1.701173365320516,0.019916395353510995,1.0,0.97234,28/39,18.15%,MYL6;PPBP;RGS10;MYL12A;OAZ1;HBB;FTH1;PF4;RPL41;B2M;HBZ;RNF24;GAPDH;GNAS;TMSB4X;ITGA2B;F13A1;CCL5;UBC;NRGN;YWHAH;CLU;HLA-E;SPARC;ITM2B;TLN1;TUBA4A;TAGLN2
24,gsea,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN,-0.5997511478953118,-1.6945834618017068,0.006826278185762334,1.0,0.97617,18/30,21.28%,SFPQ;EIF3A;SMARCA2;TOB2;SSR1;CANX;TNRC6B;CSNK1A1;CHD9;GCC2;REST;PPHLN1;BCLAF1;ZNF664;VPS36;CTSO;SYMPK;SRSF9
25,gsea,SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN,0.6614733186974249,1.6943227882800644,0.01775478530781169,1.0,0.97573,6/14,8.39%,SLPI;S100A9;LTF;S100P;CEACAM1;CHAC1
26,gsea,LI_CYTIDINE_ANALOGS_CYCTOTOXICITY,-0.631504168531358,-1.6884763488437047,0.009088372463825886,1.0,0.9785,8/12,29.05%,PATZ1;FKBP5;CENPB;TRRAP;MYBBP1A;ARL2BP;INPP5F;TLE4
27,gsea,KEGG_N_GLYCAN_BIOSYNTHESIS,-0.5353823626700883,-1.687624820151978,0.005639210510528526,1.0,0.9788,30/45,27.63%,STT3A;ALG2;MAN1C1;GANAB;ST6GAL1;MGAT5;B4GALT1;DDOST;RPN2;MAN2A1;MOGS;RPN1;ALG3;RFT1;DOLPP1;MAN1B1;ALG11;MAN1A2;ALG10;FUT8;ALG12;ALG1;ALG9;DPAGT1;ALG6;STT3B;ALG13;MGAT3;MGAT2;MGAT1
28,gsea,VALK_AML_CLUSTER_7,0.8510083899941016,1.680103120567263,0.027561548677086527,1.0,0.98143,20/26,6.35%,SELENBP1;SLC6A8;SPTB;SLC6A9;SLC25A37;TRIM10;TNS1;RHAG;OSBP2;KEL;TAL1;ANK1;MYL4;KCNH2;DNAJC6;RHD;RAP1GAP;PDZK1IP1;TPM1;HBZ
29,gsea,GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_DN,-0.4645004962262857,-1.6759299882512841,0.008219504447268107,1.0,0.9833,101/178,33.58%,PTPRS;REPIN1;IRF8;CUX2;OPN3;FLNB;SCAMP5;CERS6;COBLL1;TMEM8B;ATP2A3;SPIB;RUNX2;AFF3;LILRA4;TCF4;CBX5;TRAF4;SCT;MAPRE2;LGMN;IDH3A;ADAM19;BCL11A;PHEX;MTMR1;ITM2C;PACS2;GTF2I;SLC38A1;GNG7;KCNK10;NRP1;BLNK;CLN8;PPP1R14B;AEBP1;PPP1R16B;CRIM1;B4GALT1;MYO9A;GPM6B;TMEM109;GGA2;INPP4A;SIDT1;ATP8A1;SEL1L3;SETBP1;MDN1;USP24;LBH;FCHSD2;TRIT1;OGT;KCNA5;ITCH;SIGLEC6;PDIA4;ZEB1;RBBP7;HLTF;AUTS2;TEX2;ZHX2;ANKRD36;SMC6;STMN1;BCL7A;TMED10;MAGED1;LZTFL1;DCK;TCF3;PAFAH2;HSP90B1;IRF4;TSPAN3;NOTCH4;PEBP1;CUL4B;AHI1;TM9SF2;DDX17;TBC1D4;DACH1;CD2AP;TRAM1;RHOH;AMIGO2;DNASE1L3;GOLGA8A;MYB;KIF5B;TMED3;CYFIP2;MREG;MGAT4A;IL3RA;TCL1A;NPC1
30,gsea,HOUSTIS_ROS,0.547999476130279,1.6742547835957942,0.0199393062995173,1.0,0.98317,14/30,13.86%,PRDX2;HP;TXN;FTH1;PRDX6;SOD1;SDC4;FTL;SOD2;GLRX;PRDX1;PRDX4;MT2A;GPX2
31,gsea,GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_DN,0.5293193996854003,1.6728424582033106,0.04338474025974026,1.0,0.98355,86/161,21.36%,SLPI;BLOC1S1;PRDX5;FBXO9;GRINA;MYL6;SNX3;RNF10;SEC14L4;DDAH2;NAIP;OPLAH;TESC;TMEM92;HTRA3;CD63;ITGA7;BATF;RETN;ALPL;NLRC4;MKNK1;SUCNR1;GSTO1;GPR84;HPSE;PLB1;SLC22A4;TIMP1;CST7;S100A6;CLEC4D;CTSG;CD177;STXBP2;ZDHHC19;PSMD9;MYD88;HK3;B3GNT5;TSPO;PGS1;GYG1;CARD6;PIWIL4;MPO;CD59;NOL3;ROMO1;DNAH10;UPP1;FOLR3;GALNT14;CASP5;GGT1;TIMM8B;ZNF319;SRA1;KIF1B;KIF3C;S100A4;GNA15;CHCHD1;GNG5;TMEM11;F5;ACAA1;EXOSC4;KIFC3;ANO10;CEBPE;SCAND1;KIF18B;ROM1;PIK3AP1;XRN2;UNC5A;TDRD9;AKIRIN2;AP3S1;GFOD2;NDUFAF1;SPC24;GADD45A;RAB1B;PDGFC
32,gsea,CHOI_ATL_CHRONIC_VS_ACUTE_DN,-0.672035558637697,-1.6688707177748259,0.0054265421754049956,1.0,0.98532,9/16,14.85%,NCOA3;SERBP1;LRRC8D;CTDSP2;SPTBN1;MAT2B;PPP1CC;LBH;HSPD1
33,gsea,GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_UP,-0.44033833764790203,-1.6668696966771375,0.018113163018467167,1.0,0.98583,92/178,33.37%,PTPRS;IRF8;CUX2;FLNB;SCAMP5;CERS6;COBLL1;ATP2A3;RUNX2;LILRA4;TCF4;KRT5;TRAF4;SCT;CDK5R1;IDH3A;ADAM19;TNFRSF21;BCL11A;PHEX;ITM2C;TGFBI;DAAM1;GNG7;KCNK10;PTK7;NRP1;BLNK;PPP1R14B;AEBP1;PPP1R16B;SLC39A6;USP11;CRIM1;B4GALT1;PDCD4;GPM6B;GGA2;SIDT1;HYOU1;SEL1L3;SETBP1;USP24;LBH;FCHSD2;ATXN7L3B;OGT;KCNA5;SEPHS1;SFT2D2;NFYA;PDIA4;CIB2;DAPK2;DIDO1;TSPAN13;ENPP2;AUTS2;TEX2;ZHX2;ANKRD36;SMC6;STMN1;TM9SF3;PNOC;MAGED1;DCK;TCF3;PAFAH2;HSP90B1;ENTPD4;KMO;SMPD3;TSPAN3;WDR19;NOTCH4;AHI1;TM9SF2;SERPINF1;TBC1D4;DACH1;CD2AP;RHOH;MYB;LAIR1;UBE2E3;ATP13A2;CYFIP2;MREG;MGAT4A;IL3RA;TCL1A
34,gsea,DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN,-0.4599073354434086,-1.6644827673784266,0.008862918880762368,1.0,0.98641,19/47,17.90%,ZFP36L2;LRP5;ARHGEF6;ITPR1;YY1;TCF4;MAP3K9;LARP1;DDIT4;PDE4D;SPOCK2;LRRN3;PDP1;WDR7;PLK2;SRSF6;TNIK;BBX;MOXD1
35,gsea,FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN,-0.7851091824059832,-1.6639937238326559,0.013083444181937303,1.0,0.98653,2/6,0.66%,CUX2;MFSD2A
36,gsea,BIOCARTA_WNT_PATHWAY,-0.6000351213288955,-1.6572457197570656,0.00973026973026973,1.0,0.98838,15/25,18.55%,SMAD4;TLE1;CTNNB1;CSNK2A1;CTBP1;TAB1;HDAC1;NLK;PPARD;CSNK1A1;LEF1;BTRC;AXIN1;MYC;MAP3K7
37,gsea,STARK_HYPPOCAMPUS_22Q11_DELETION_UP,-0.5290848253645551,-1.6564548115157092,0.02436208749651686,1.0,0.98855,20/39,20.28%,TRAK1;RCC2;FBXW11;CDK5R1;KBTBD11;SPIN1;MTMR4;UVRAG;NETO1;CLEC16A;PEAK1;ZNF445;EFR3A;AAK1;GPD1L;USP7;HNRNPU;EPAS1;YWHAG;PAPOLA
38,gsea,REACTOME_METABOLISM_OF_PORPHYRINS,0.6898318681174684,1.6557388305481375,0.036503303741537964,1.0,0.98792,6/13,7.22%,ALAS2;BLVRB;FECH;HMBS;UROD;BLVRA
39,gsea,REACTOME_CIRCADIAN_CLOCK,-0.5150238707458331,-1.6539468750484139,0.0311702806122449,1.0,0.98915,27/48,28.68%,MEF2D;MEF2C;NCOA3;PER2;TGS1;CRY2;NPAS2;CSNK1E;DBP;SREBF1;BHLHE41;NR3C1;PER1;CREB1;MED1;PPARA;NCOR1;ATF2;BTRC;CUL1;FBXL3;CRY1;HDAC3;NCOA2;EP300;NCOA6;CLOCK
40,gsea,MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP,0.5042807717075474,1.6497089122831456,0.030905304826505577,1.0,0.98927,38/62,18.99%,PRDX2;GUK1;IFITM1;GNG10;IFITM2;MYL12B;COX6B1;NDUFA1;SAT1;NDUFA2;SOD1;JUNB;IFITM3;COX7A2;CXCL3;ANXA1;UBA52;SERTAD1;RPS27;YBX1;CTSA;GNAS;UQCRB;ATP6V1G1;PGK1;LAPTM4A;ADAM9;GADD45B;ATF3;HSBP1;NDUFA13;FKBP1A;ITM2B;SOCS1;ANXA5;SKP1;LYZ;S100A10
41,gsea,DMAP_GRAN3,0.5763973535507818,1.6483574728345791,0.03911228748854729,1.0,0.98955,54/105,15.39%,S100A9;ANXA3;LTF;MMP8;S100A12;TCN1;BPI;FCGR1B;CEACAM8;CRISP3;IFITM1;FCGR3A;FCGR3B;ACSL1;S100P;SERPINA1;P2RY13;S100A11;HCK;CCR1;DOCK4;CST7;SIRPB1;CSTA;CLEC4A;TLR2;TSPO;PYGL;GZMH;COPZ2;PADI2;CEACAM1;WDFY3;CDKN1C;APOBEC3A;C5AR1;TNFRSF1B;MS4A3;EPS8;KCNJ2;STEAP4;NCF2;F13A1;CASP1;MNDA;CD160;SCO2;NKG7;TMEM176A;DSC2;ADRB2;TMEM176B;CSF1;MAFB
42,gsea,DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN,0.6713730752816909,1.6473253632128142,0.025201408849844138,1.0,0.9898,14/28,12.24%,FCER1G;S100A8;PPBP;LY96;MARCKS;SAT1;LITAF;CTSG;TLR1;DEFA3;VNN2;TMSB4X;GLUL;CAP1
43,gsea,MURATA_VIRULENCE_OF_H_PILORI,0.6197695774673804,1.6454818762012984,0.02978224179804882,1.0,0.99015,10/17,11.90%,S100A9;CEACAM6;CRISP3;SOD2;MMP1;AIM2;BCL6;CDKN1A;MVP;CTTN
44,gsea,MIKKELSEN_IPS_ICP_WITH_H3K27ME3,0.5671662292945865,1.6444801562001519,0.022232603571656084,1.0,0.9904,10/23,9.37%,KRT1;BATF;ESPN;CHST1;TNF;SOX6;CXCL10;TNNC2;DEFB124;PRSS16
45,gsea,PID_NCADHERINPATHWAY,-0.5757145310953417,-1.6408324090571496,0.02648396337920949,1.0,0.9919,19/28,31.04%,LRP5;PTPN11;CTNNB1;MAPK8;CNR1;PIK3R1;CDH2;PLCG1;DAGLB;MAPRE1;PIP5K1C;PIK3CA;AXIN1;ROCK1;FER;DAGLA;PTPN1;KIF5B;DCTN1
46,gsea,ZHENG_IL22_SIGNALING_UP,0.5731845365329246,1.6376873089026691,0.02850293020777837,1.0,0.9918,22/39,13.59%,SLPI;S100A9;HP;S100A8;OLR1;STOM;INHBA;HBA2;LRG1;PF4;CD14;TIMP1;LILRB3;PFKFB3;CXCL3;SBNO2;TIFA;ARG1;CXCL6;CCL5;DSC2;OXTR
