Gene,Ranks,gene_name
RAB11FIP5,0.7321220135865529,RAB11FIP5
PRSS16,0.7314281366998798,PRSS16
NEURL3,0.7314197601850876,NEURL3
PSMG1,0.7310075351394758,PSMG1
EVA1C,0.7273974602863718,EVA1C
C19orf33,0.7228162599792157,C19orf33
PDGFRB,0.7227599951063786,PDGFRB
STON2,0.7203650980326023,STON2
MCM3AP,0.7200438646824531,MCM3AP
TPST2,0.7197462119358466,TPST2
HLCS,0.7183799933885315,HLCS
GRM2,0.7153101540485216,GRM2
SOD1,0.7086262625277425,SOD1
MFAP3L,0.7083298942129385,MFAP3L
STOM,0.7082977513287634,STOM
DDIT4L,0.7072666643133559,DDIT4L
AVPR1A,0.7061197105617353,AVPR1A
BATF,0.7057880171715016,BATF
ACCSL,0.7057193680942139,ACCSL
PLOD2,0.7043610652125731,PLOD2
MMP1,0.7034788383592333,MMP1
OSM,0.7020037252176945,OSM
AJM1,0.701716951790345,AJM1
MYO7B,0.7010435736539066,MYO7B
CERCAM,0.6993326170302895,CERCAM
HOXC4,0.698274965988691,HOXC4
SHARPIN,0.6953537894466675,SHARPIN
TRAPPC3L,0.6945667298144984,TRAPPC3L
MYEOV,0.6920078894310767,MYEOV
BTG3,0.6902781982166447,BTG3
NUAK1,0.6891430131803546,NUAK1
CNN1,0.6889709702032185,CNN1
CBR1,0.6869854488292381,CBR1
C1orf116,0.6866876475198435,C1orf116
MCOLN1,0.685862233608176,MCOLN1
BCAM,0.6855029417770323,BCAM
SH3D21,0.6818427428178425,SH3D21
TAL1,0.6813655527860226,TAL1
TMEM158,0.6793449159191762,TMEM158
P2RY12,0.6787499976793516,P2RY12
EGF,0.678449340024127,EGF
MSR1,0.6777704469941985,MSR1
ETHE1,0.6771990885481708,ETHE1
LANCL3,0.6765357612770038,LANCL3
PRSS2,0.676418948857395,PRSS2
C2orf88,0.675397153509949,C2orf88
MCEMP1,0.6741423499520625,MCEMP1
PLEK2,0.6736951990778359,PLEK2
WNT5B,0.6701021510744761,WNT5B
ATP5PO,0.6675826398282141,ATP5PO
SAMSN1,0.6675773102665501,SAMSN1
LTBP1,0.6668435809382268,LTBP1
ERBB2,0.6667196964345772,ERBB2
FKBP1B,0.666688716441122,FKBP1B
APOBEC3G,0.6661410500022298,APOBEC3G
CLEC10A,0.6652175522448585,CLEC10A
DPCD,0.6647679296019988,DPCD
CDKN2D,0.660875370284528,CDKN2D
FHL2,0.6605406657388191,FHL2
BLVRB,0.6569517853345735,BLVRB
OST4,0.6563442060265409,OST4
HOXB7,0.6551675863054806,HOXB7
E2F2,0.6545495665883257,E2F2
LRFN2,0.6543813052367727,LRFN2
PTPRM,0.6540964387241738,PTPRM
MARCHF2,0.6528155197624843,MARCHF2
STARD8,0.6515439051403492,STARD8
FAM210B,0.6513154754371961,FAM210B
XK,0.6511911252902661,XK
LY6G5C,0.6510295974663054,LY6G5C
HMGN1,0.6506152425757418,HMGN1
MYL9,0.6504199962472892,MYL9
ABI3,0.6499005801325048,ABI3
TSPEAR,0.6480392525532309,TSPEAR
DNAJC4,0.6477004031915562,DNAJC4
MDK,0.6474236600303923,MDK
CDC34,0.6468790680882959,CDC34
RGS9,0.6457789375573186,RGS9
S100A16,0.6445519965420158,S100A16
CRAT,0.6443340448012475,CRAT
GP6,0.6419137395603431,GP6
SEC14L5,0.6416274315590483,SEC14L5
SH3BGRL2,0.6396045641548082,SH3BGRL2
SLC25A39,0.6388153257552706,SLC25A39
CALD1,0.6377216644837558,CALD1
TMPRSS3,0.6375031708834851,TMPRSS3
CX3CR1,0.6374438163218915,CX3CR1
APOBEC3H,0.6370319461474732,APOBEC3H
ICAM5,0.6364312200489828,ICAM5
LTB4R,0.6348153372455163,LTB4R
TRIM71,0.6337658360807604,TRIM71
LURAP1L,0.6337060563133277,LURAP1L
TPGS2,0.6319512992981269,TPGS2
KCNAB3,0.6276074770143484,KCNAB3
RFXANK,0.6271211651468975,RFXANK
RAB3IL1,0.6271099717476748,RAB3IL1
TESC,0.6266792977933241,TESC
TMEM40,0.6263190558880566,TMEM40
B3GAT1,0.6245817934420441,B3GAT1
CD300A,0.6244744663057632,CD300A
HMBS,0.6243370894889325,HMBS
FBXO7,0.6236702223362146,FBXO7
PRR5,0.6235777057848441,PRR5
RGS10,0.6228225387190309,RGS10
LGALS1,0.6221189526270073,LGALS1
ATP5PF,0.621446344098698,ATP5PF
PTPRN2,0.621157203479599,PTPRN2
OPLAH,0.6185838908236905,OPLAH
RTN2,0.6185707319774907,RTN2
TSTA3,0.6167109719626572,TSTA3
ICAM4,0.6162749147809006,ICAM4
USP25,0.6158552066306016,USP25
RIPOR3,0.6157585756099327,RIPOR3
RHAG,0.6157206545851318,RHAG
GPR146,0.6151727348042326,GPR146
MYLK,0.615068330045176,MYLK
GP1BA,0.6144097965743227,GP1BA
LAG3,0.6143155596010861,LAG3
RGS3,0.6138289535338788,RGS3
PDE5A,0.6130417587262124,PDE5A
SLC44A3,0.6120964796758853,SLC44A3
F2RL3,0.6115074099023587,F2RL3
FAM83H,0.6106628173237515,FAM83H
SMIM24,0.6087078058020432,SMIM24
HYAL3,0.6054840471093361,HYAL3
LAMB2,0.6049841203855958,LAMB2
DPM2,0.6032971376890134,DPM2
RIPK4,0.6022280366233225,RIPK4
BFSP1,0.6005456644478866,BFSP1
GMPR,0.6004113989368568,GMPR
FUNDC2,0.5999416842423545,FUNDC2
BMP2,0.5998990553600253,BMP2
NPDC1,0.5998844217949488,NPDC1
AK1,0.5997818057323052,AK1
ACVRL1,0.5991312828102678,ACVRL1
BCL2L1,0.5988479049745782,BCL2L1
MLC1,0.5985289363631979,MLC1
SDC4,0.598177195423495,SDC4
PLXNB3,0.5975128184796955,PLXNB3
AC010422.8,0.596975572569247,AC010422.8
CABP5,0.5967178460073763,CABP5
SYTL4,0.5964300766905972,SYTL4
HOXC5,0.5961880333303411,HOXC5
FP565260.1,0.5959688962956133,FP565260.1
SPSB4,0.5956773417693717,SPSB4
SON,0.5955117534785287,SON
MAF1,0.5951676887688623,MAF1
MFSD2B,0.594665564397489,MFSD2B
TRPM2,0.5934978536875256,TRPM2
SMOX,0.5920059242653458,SMOX
STRADB,0.591094955177725,STRADB
UTF1,0.5896793717056208,UTF1
SH3RF2,0.5895250967261656,SH3RF2
SCN1B,0.5887778662414245,SCN1B
ACHE,0.5880687584502535,ACHE
RAB20,0.5872356039208639,RAB20
FHOD1,0.5842805240991508,FHOD1
SAMD14,0.5832174367727097,SAMD14
MRPL39,0.5827231758013868,MRPL39
SPDYC,0.5826409956245612,SPDYC
ALOX12,0.5823737413025288,ALOX12
GET3,0.5817949732215768,GET3
TNF,0.5809336507734332,TNF
KLF1,0.5803826549784767,KLF1
YIPF2,0.5800046518914664,YIPF2
SDSL,0.5796428635564909,SDSL
ADIPOR1,0.5792524845713184,ADIPOR1
TSPAN17,0.5791685576877964,TSPAN17
BEND2,0.578264079617177,BEND2
ACKR1,0.578037432830539,ACKR1
PIGP,0.5769455605605256,PIGP
MPST,0.5760608165759183,MPST
GUCY1B1,0.5739507334271853,GUCY1B1
AHSP,0.5718375720519919,AHSP
NCAM1,0.5708671976501586,NCAM1
UCN,0.5695605274351888,UCN
H2AJ,0.5673680252324538,H2AJ
ITPRIPL1,0.5672633770386509,ITPRIPL1
NTAN1,0.5669886649363078,NTAN1
VIL1,0.5669658594343983,VIL1
MYL4,0.5668592379586345,MYL4
LOXL1,0.5658767650300679,LOXL1
TNS1,0.5657835489462253,TNS1
EFNB1,0.5653232755147996,EFNB1
RASGEF1A,0.5645354750846997,RASGEF1A
SERF2,0.5640082467075782,SERF2
TIMP1,0.5633676677424378,TIMP1
SELENBP1,0.5624641061161507,SELENBP1
CCL5,0.5622905157543627,CCL5
TFR2,0.5622017170835135,TFR2
ITSN1,0.5620534118104853,ITSN1
KLC3,0.5616766103999143,KLC3
TUBB1,0.5613242710362412,TUBB1
NPC2,0.5612764827241982,NPC2
GATD3B,0.5610627744575003,GATD3B
FP565260.6,0.5606573544660487,FP565260.6
CXCL8,0.5600707709730773,CXCL8
UBE2G2,0.5594630597308684,UBE2G2
FAM104A,0.5586936878314573,FAM104A
DNASE1L2,0.5586097033069849,DNASE1L2
SLC25A37,0.5582290286295891,SLC25A37
HCAR3,0.5575815528978981,HCAR3
ICAM1,0.5572732149275501,ICAM1
SLC1A5,0.5569018693044526,SLC1A5
AOC3,0.5565821359653644,AOC3
H1-2,0.5559422159612697,H1-2
TMOD1,0.5558499736529173,TMOD1
GYPB,0.5554397166156001,GYPB
SUSD4,0.5548989660765901,SUSD4
HDGF,0.5543844391825833,HDGF
DYRK1A,0.5540956522556049,DYRK1A
DDAH2,0.5540744139006198,DDAH2
MIS18A,0.5536905459605844,MIS18A
PRKAR2B,0.5530068233376743,PRKAR2B
GP9,0.5528941490619034,GP9
FAM117A,0.5525749715826627,FAM117A
BATF3,0.5519156566949865,BATF3
FGFBP2,0.5506368010747636,FGFBP2
GZMH,0.5506103258333412,GZMH
GRINA,0.5499035244220455,GRINA
C12orf75,0.5498915159785007,C12orf75
CRYZL1,0.5490195271314711,CRYZL1
KCND1,0.5486316233694749,KCND1
SLC26A8,0.5481835594467669,SLC26A8
CRYBG2,0.5478593791017392,CRYBG2
RBM38,0.5466694494649121,RBM38
YWHAH,0.5466028226774303,YWHAH
CBS,0.54637398830464,CBS
SHROOM1,0.5462041750701229,SHROOM1
ROGDI,0.5456555582475752,ROGDI
EPHX4,0.5453493300687337,EPHX4
OAZ1,0.5447740064171853,OAZ1
TPM1,0.544246859107765,TPM1
TRIM10,0.5440189302987689,TRIM10
TSPAN4,0.5438147360053294,TSPAN4
CRYM,0.5430258287907097,CRYM
TMEM17,0.5429419426598352,TMEM17
HBD,0.5429262020375928,HBD
FAXDC2,0.5428501912423721,FAXDC2
SLC6A8,0.5426559631608103,SLC6A8
TSPO2,0.5423050591043276,TSPO2
SLC1A7,0.5422531060101918,SLC1A7
RUNDC3A,0.5416507553914179,RUNDC3A
TM4SF19,0.5411727521917802,TM4SF19
GFRA2,0.5400198718975874,GFRA2
SSBP4,0.539848028519813,SSBP4
TFDP1,0.5396628919512579,TFDP1
DNM3,0.5396509299495454,DNM3
C1QA,0.5391929065636805,C1QA
PKNOX1,0.539157909917084,PKNOX1
SETD4,0.5390908754812386,SETD4
UBXN6,0.5382128680356744,UBXN6
TMEM86B,0.537925706078006,TMEM86B
LDLRAD2,0.537353065725044,LDLRAD2
RILP,0.5369070053470141,RILP
NFE2,0.5362990410837656,NFE2
AKT1S1,0.536285280410373,AKT1S1
DMTN,0.5360629783796502,DMTN
FECH,0.5357187148481165,FECH
ABLIM3,0.5355739652185286,ABLIM3
PGA5,0.534513178218586,PGA5
PTPRN,0.534039297026387,PTPRN
GUK1,0.5340035909537191,GUK1
RNF208,0.53377325518985,RNF208
SLAMF8,0.5337328282870265,SLAMF8
PNP,0.5336939428753439,PNP
DOK2,0.5333790996761183,DOK2
EXOC3L2,0.5327917040219466,EXOC3L2
KCNJ15,0.5319560289408067,KCNJ15
ANKRD13B,0.5317512297616319,ANKRD13B
RRP1B,0.531510904653599,RRP1B
NKG7,0.5309193380471686,NKG7
PDGFA,0.5308890594680464,PDGFA
ADA,0.5306503555581695,ADA
EPB42,0.5305273028876737,EPB42
SLC7A5,0.5302588063891255,SLC7A5
PDE3A,0.5292315051627811,PDE3A
NUMBL,0.528213220140947,NUMBL
TUBB4B,0.5276587976101004,TUBB4B
CDKN2C,0.5274105494784942,CDKN2C
TGM2,0.5267750504659193,TGM2
OR2W3,0.526741857975417,OR2W3
GLYCTK,0.5265856424241592,GLYCTK
NCS1,0.526365247880863,NCS1
COL23A1,0.5260154947513475,COL23A1
SEC14L4,0.5259298383574308,SEC14L4
HEXIM2,0.5254961183711384,HEXIM2
SCGB3A2,0.524950501333496,SCGB3A2
LEXM,0.5245887659278091,LEXM
GSPT1,0.5240316657057729,GSPT1
TSPAN9,0.5237342695420735,TSPAN9
OPTN,0.5236083053874044,OPTN
MICALL2,0.5225892393017788,MICALL2
CTNNAL1,0.522364394690013,CTNNAL1
MKRN1,0.5221037229956417,MKRN1
AC104389.6,0.5220703510885117,AC104389.6
SLC4A1,0.5205310778509422,SLC4A1
COPZ2,0.5204200272097791,COPZ2
CXCL3,0.520250928531026,CXCL3
UBE2F,0.5201401458673856,UBE2F
MXRA7,0.5197781043267664,MXRA7
BAIAP2,0.5195638881100512,BAIAP2
FKBP8,0.5194228477543498,FKBP8
TUBA1C,0.5191174998235634,TUBA1C
LY6G6F,0.5188524980550699,LY6G6F
EIF2AK1,0.5183382022077082,EIF2AK1
RAB6B,0.5182880001142994,RAB6B
ANKRD9,0.5178577421537839,ANKRD9
DCAF12,0.5173947167176923,DCAF12
GPR84,0.5168198888820545,GPR84
AP2S1,0.516732409549722,AP2S1
PCNT,0.5161140757652192,PCNT
OLFML2B,0.5157684190779184,OLFML2B
EVA1B,0.5156041426604225,EVA1B
DOP1B,0.5149421056167608,DOP1B
TMEM50B,0.5140023886657241,TMEM50B
GPR137,0.5136032738590307,GPR137
C3AR1,0.5134168769185316,C3AR1
CYTH2,0.5133436498966956,CYTH2
HBE1,0.5120595213692916,HBE1
HEMGN,0.5118950047508568,HEMGN
STRIP2,0.5114656643570532,STRIP2
NCAPH,0.5114337142845768,NCAPH
HBG1,0.5109507132839526,HBG1
IFITM1,0.51048253705831,IFITM1
EMILIN1,0.5101714197696892,EMILIN1
BSG,0.5101375181347853,BSG
BBOF1,0.5101265381777769,BBOF1
GLRX5,0.5098529260695226,GLRX5
EMC3,0.5092562432921797,EMC3
CLDND2,0.5089625056061269,CLDND2
HBM,0.508753796151033,HBM
LRRC75B,0.5079576669746917,LRRC75B
RRAS,0.5078278769570815,RRAS
PRADC1,0.5071950572881588,PRADC1
SHB,0.5071480637411374,SHB
CST7,0.507078051927551,CST7
CMKLR1,0.5064180849444483,CMKLR1
SNCA,0.5051467853227538,SNCA
IL10,0.504787213336291,IL10
RNF10,0.5040438410558216,RNF10
RETN,0.5038107080363431,RETN
CHPT1,0.5037575506801717,CHPT1
GLA,0.5035534737833932,GLA
TSPAN33,0.5035504312339527,TSPAN33
GNA12,0.5034588224229811,GNA12
WDR97,0.5030982980731546,WDR97
C17orf99,0.5028852641947297,C17orf99
RASL10A,0.5027982270179768,RASL10A
HBQ1,0.5023472898591902,HBQ1
LRFN4,0.5021648199652611,LRFN4
KEL,0.5015837112706824,KEL
PPBP,0.5015446607788359,PPBP
NAPRT,0.501208039146558,NAPRT
PRR5L,0.5005315055900479,PRR5L
GNLY,0.49914137663977304,GNLY
TNFRSF18,0.498102581668524,TNFRSF18
KANK2,0.49803901695285313,KANK2
SLC28A3,0.49743313589202154,SLC28A3
RHCE,0.49695521486256045,RHCE
TOGARAM2,0.49694517943295474,TOGARAM2
ESPN,0.4955477356868222,ESPN
KIFC3,0.49502891427973655,KIFC3
TNFRSF4,0.49468064035783854,TNFRSF4
TGFB1,0.49444245775535894,TGFB1
ST7,0.49436103962735506,ST7
GPR153,0.4941317048565822,GPR153
GATA1,0.4938146724302879,GATA1
AC008750.8,0.4937113072232479,AC008750.8
OSBP2,0.4936486401200138,OSBP2
MYO6,0.4930358727025931,MYO6
H2BC6,0.49257011895888103,H2BC6
ADORA2B,0.4922248765023041,ADORA2B
IGF2BP2,0.49145857856359326,IGF2BP2
ARFGEF3,0.4911780619962831,ARFGEF3
SGIP1,0.49020108015126873,SGIP1
CA1,0.49006924821619313,CA1
RNF11,0.48999297503607114,RNF11
PODN,0.4899636978903571,PODN
FAM89B,0.4896224555321785,FAM89B
TSPAN5,0.48826466236848903,TSPAN5
CLIC1,0.48815945670114297,CLIC1
CALHM1,0.48738714999167276,CALHM1
HAGH,0.4870709392285847,HAGH
HCAR2,0.4864286630146303,HCAR2
OLFM1,0.48636053948267977,OLFM1
PRSS23,0.4861602888944938,PRSS23
CMTM2,0.48375995486540063,CMTM2
HOPX,0.4833452163480908,HOPX
ZNF683,0.4831101612841706,ZNF683
EGLN3,0.48275140531958377,EGLN3
TRIM58,0.4823503373686209,TRIM58
BABAM1,0.48137479609480777,BABAM1
PCYT1B,0.48096307234996344,PCYT1B
UROD,0.4808091515502616,UROD
M1AP,0.48057271485064346,M1AP
LMOD1,0.4805211757942795,LMOD1
WDR45,0.47975263549568103,WDR45
YBX3,0.47974823913161707,YBX3
PHLDA3,0.4794304445881356,PHLDA3
RAC3,0.47912886506513014,RAC3
AGAP1,0.4788460717031828,AGAP1
FBXW5,0.4785749472455131,FBXW5
C1QB,0.4785201088944331,C1QB
SPTB,0.4784354829497254,SPTB
SLC6A19,0.4770201314956648,SLC6A19
CMTM5,0.4769986013328058,CMTM5
MX2,0.4768870470163563,MX2
CNPPD1,0.4767142588828694,CNPPD1
ACSBG1,0.47667812221965794,ACSBG1
MC1R,0.4764845231766877,MC1R
C1orf216,0.4764276133360761,C1orf216
ARHGEF37,0.4757407900443328,ARHGEF37
GPER1,0.4757234940750565,GPER1
ARHGEF12,0.47504423596792666,ARHGEF12
TRAPPC5,0.4743102273337441,TRAPPC5
HAGHL,0.4740019149044421,HAGHL
MAP2K2,0.4738129239786494,MAP2K2
PTTG1,0.47378245402386654,PTTG1
STMP1,0.4735939051154427,STMP1
SIAH2,0.4735279793379002,SIAH2
ITGB5,0.47274567074373225,ITGB5
ITGA2B,0.47274451118994104,ITGA2B
SEZ6L,0.4721986864432154,SEZ6L
CARMIL3,0.4719533853682913,CARMIL3
BPIFB3,0.4718631643692559,BPIFB3
ATP1B2,0.4718574194722176,ATP1B2
DOCK4,0.47150334995116794,DOCK4
APP,0.4714908774528785,APP
SLC27A3,0.47146337753644996,SLC27A3
ALAS2,0.47138917517934464,ALAS2
SLC25A34,0.4708051617025128,SLC25A34
PF4,0.4704095025764326,PF4
DUSP5,0.4703075432785569,DUSP5
HOXB9,0.4700112157769209,HOXB9
CARD6,0.4697165554286553,CARD6
NFIX,0.46872275131710395,NFIX
SMIM33,0.4684774253129392,SMIM33
MAL2,0.46788929944552576,MAL2
PCDH12,0.4678595662241856,PCDH12
VSIG4,0.46777075711006166,VSIG4
TBX21,0.46713269014613384,TBX21
SLC10A3,0.4668485733800278,SLC10A3
UBASH3A,0.4668426827544432,UBASH3A
USB1,0.4656324703083031,USB1
KIAA1522,0.4653168553643922,KIAA1522
C21orf91,0.46521808469994436,C21orf91
CBR3,0.4647317502611046,CBR3
GAPDH,0.4644613375057037,GAPDH
CHST8,0.4644576540813951,CHST8
CYB5R3,0.46433860966318574,CYB5R3
ADGRG1,0.4642168611545007,ADGRG1
SLC6A9,0.4640843857230639,SLC6A9
CXCR3,0.463777037542947,CXCR3
PRDX6,0.4635862405467714,PRDX6
GZMA,0.46358425987828045,GZMA
CTSA,0.46348260732744145,CTSA
SHISA7,0.463450439328793,SHISA7
LEFTY1,0.4633737160478592,LEFTY1
DUSP3,0.46315954326397174,DUSP3
TRIM15,0.46301785343741364,TRIM15
ATP5F1E,0.4629382287954511,ATP5F1E
GNAO1,0.46267200865213876,GNAO1
SPATC1L,0.460791751695191,SPATC1L
SLC66A2,0.4599263529984775,SLC66A2
ENTPD2,0.4593844713880667,ENTPD2
OSBPL5,0.4589260030777586,OSBPL5
FAM214B,0.4581117308785988,FAM214B
MYO3B,0.4574544860244679,MYO3B
IFIT1B,0.457388442952038,IFIT1B
TMEM92,0.4573201683945253,TMEM92
KLHDC8A,0.4572188314750113,KLHDC8A
TENT5C,0.4571952213679446,TENT5C
SIGLEC5,0.4571863789560641,SIGLEC5
KANK3,0.45707039343619477,KANK3
DHCR24,0.4567655074713869,DHCR24
CEACAM19,0.45517784721197024,CEACAM19
MIIP,0.454988153810679,MIIP
GFI1B,0.45498574498303934,GFI1B
ZMYND10,0.4549656082436287,ZMYND10
TCN1,0.45485010250969976,TCN1
PRTFDC1,0.45480161535058045,PRTFDC1
ADAMTS1,0.45480036108757793,ADAMTS1
MSC,0.45449987786307294,MSC
CTTN,0.4541567496765451,CTTN
PPP2R2B,0.45408370421281713,PPP2R2B
SFRP2,0.45370020343430095,SFRP2
LYL1,0.45301699347899355,LYL1
SLC6A4,0.4523544198102601,SLC6A4
ANKRD35,0.45234723345740413,ANKRD35
SYNGR3,0.45234442250188794,SYNGR3
PCSK1N,0.45172107592002125,PCSK1N
SMIM3,0.45144940078308676,SMIM3
PAGE2B,0.4505560939267415,PAGE2B
GSTO1,0.45001708633578463,GSTO1
HBG2,0.44989176067253683,HBG2
STX1A,0.4492854654439318,STX1A
MXI1,0.4488712372890897,MXI1
NRXN2,0.4478430386432739,NRXN2
LGSN,0.44730479327896405,LGSN
JAG2,0.44722365492765553,JAG2
PAK6,0.4468908786355036,PAK6
CALHM2,0.44539436443510044,CALHM2
SRPK3,0.44507253692217164,SRPK3
CARM1,0.4450669391048112,CARM1
FRMD3,0.4446942786841033,FRMD3
NT5M,0.4441755481953393,NT5M
CRIP1,0.4440511469654288,CRIP1
VWA7,0.4439109620947504,VWA7
PPIF,0.4433936514548547,PPIF
PBX1,0.4433564796916464,PBX1
FCRL6,0.44315627207290886,FCRL6
B9D2,0.4427507583615452,B9D2
AKIP1,0.4425590338891622,AKIP1
CD63,0.44216262531687983,CD63
ELOB,0.44201697011118646,ELOB
CTSW,0.44193197915903154,CTSW
CMBL,0.44187907133891513,CMBL
VWCE,0.4414168186993301,VWCE
TRAPPC10,0.44049871557998965,TRAPPC10
MARCKS,0.44008526406456966,MARCKS
GLYATL2,0.44001788978864737,GLYATL2
PSME3,0.4394969675047321,PSME3
ACRBP,0.4391992452269709,ACRBP
TRPM4,0.43917722886274374,TRPM4
RTKN,0.4389367877120359,RTKN
COLGALT2,0.4388790082915938,COLGALT2
BPGM,0.4385543254781421,BPGM
SLC1A4,0.4379769688832315,SLC1A4
KRT79,0.4378412955637337,KRT79
IL17RE,0.4377513991005149,IL17RE
SCAF4,0.437614936523514,SCAF4
PSMB10,0.4375185114994071,PSMB10
TLX2,0.4374677291193266,TLX2
LDHA,0.4370929086813404,LDHA
AGPAT1,0.43703541456845035,AGPAT1
EMP1,0.43659969499311974,EMP1
MRC2,0.4360506286557265,MRC2
VPS9D1,0.43513747277734993,VPS9D1
PPP1R14C,0.4349518931370694,PPP1R14C
DNAJC28,0.4346996852319129,DNAJC28
KRTAP12-4,0.43467156432362,KRTAP12-4
PLEKHN1,0.43464252061472347,PLEKHN1
GYPC,0.43389515436560766,GYPC
APOBEC3C,0.43386176695769385,APOBEC3C
IER5L,0.4337348170486277,IER5L
CR1L,0.43350549662495436,CR1L
TSPAN7,0.43241135257002283,TSPAN7
TIAM1,0.4322795028066768,TIAM1
RAB13,0.4321999515133537,RAB13
S100A13,0.4319629891550357,S100A13
SELENOK,0.43193107582022267,SELENOK
DAB2,0.43179746525027257,DAB2
GLB1L2,0.4305599390110667,GLB1L2
FIS1,0.4304060762458399,FIS1
HSF4,0.4301811492807255,HSF4
RAB32,0.43011265227549156,RAB32
TMPRSS9,0.43007982013253093,TMPRSS9
MYL12A,0.4296275985804657,MYL12A
AOC2,0.42915165234226865,AOC2
C9orf78,0.4287282281467422,C9orf78
ASCL2,0.42863890963752727,ASCL2
H2AC13,0.42859885521099844,H2AC13
TLCD4,0.4275464943761076,TLCD4
S100A4,0.4274147867325904,S100A4
SERTAD3,0.4273757935199942,SERTAD3
EVC2,0.42736362872675054,EVC2
VANGL1,0.42708244231738396,VANGL1
ADGRG3,0.42687490069894907,ADGRG3
AP000311.1,0.4266559190097697,AP000311.1
PRSS57,0.4266538178495375,PRSS57
TTC16,0.4262111008650285,TTC16
SHISA4,0.4261110953652731,SHISA4
ASAP2,0.4259791018418071,ASAP2
PHPT1,0.42596923141061543,PHPT1
KRT8,0.42590008416419023,KRT8
TRPM6,0.42502862157414123,TRPM6
IL9,0.42482410642806956,IL9
G0S2,0.42468863724478056,G0S2
LOXL3,0.4243544652403358,LOXL3
STEAP3,0.42429747802513856,STEAP3
SLPI,0.424137677401129,SLPI
BAG6,0.42372194987277423,BAG6
PCBD1,0.42370765972572627,PCBD1
SERTAD1,0.4228569004484762,SERTAD1
UBE2C,0.4223694680803315,UBE2C
TNFSF15,0.4221085344548309,TNFSF15
ARHGAP10,0.4220755323341589,ARHGAP10
POLL,0.4218249752500561,POLL
PTMS,0.42141969693119885,PTMS
R3HDM4,0.4211894883383202,R3HDM4
WWTR1,0.4206137482994839,WWTR1
CREB3L3,0.41973203942184584,CREB3L3
CXCL1,0.4197287539966413,CXCL1
MT1E,0.41891294503923854,MT1E
C2,0.41878970067915866,C2
ELMO3,0.4187501489031896,ELMO3
RGL1,0.4186715911819116,RGL1
SCUBE3,0.4182440268191786,SCUBE3
JAZF1,0.4179843796185344,JAZF1
